,Sentence,Pre-processed sentence,textblob-subjectivity,vader-pos,vader-neg,vader-neu,vader-compound,vader-polarity,sentiment-category
486,"Yeah, it's it's.",yeah,0.0,1.0,0.0,0.0,0.296,Positive,
487,It's just how it works.,work,0.0,0.0,0.0,1.0,0.0,Neutral,
488,Every day is Monday.,every day monday,0.0,0.0,0.0,1.0,0.0,Neutral,
489,But Hmm.,hmm,0.0,0.0,0.0,1.0,0.0,Neutral,
490,Is talking.,talk,0.0,0.0,0.0,1.0,0.0,Neutral,
491,Not yet.,not yet,0.0,0.0,0.0,1.0,0.0,Neutral,
492,All I'm seeing is your profile picture and she's turning.,see profile picture turn,0.0,0.5,0.0,0.5,0.4588,Positive,
493,"Alright, OK, let's try.",alright ok let us try,0.5,0.583,0.0,0.417,0.4939,Positive,
494,Is it working yet?,work yet,0.0,0.0,0.0,1.0,0.0,Neutral,
495,Umm no.,umm no,0.0,0.0,0.688,0.312,-0.296,Negative,
496,OK.  3 seconds or.,ok 3 second,0.25,0.524,0.0,0.476,0.296,Positive,
497,Ohh there is middle ground OK. Let's try this.,ohh middle ground ok let us try,0.25,0.268,0.0,0.732,0.296,Positive,
498,Yeah.,yeah,0.0,1.0,0.0,0.0,0.296,Positive,
499,"Press the link, press the link, press the link.",press link press link press link,0.0,0.0,0.0,1.0,0.0,Neutral,
500,"Yeah, press it.",yeah press,0.0,0.688,0.0,0.312,0.296,Positive,
501,"It's right there, press it.",right press,0.5357142857142857,0.0,0.0,1.0,0.0,Neutral,
502,Prison.,prison,0.0,0.0,1.0,0.0,-0.5106,Negative,
503,"Yeah, OK, we can pull.",yeah ok pull,0.5,0.815,0.0,0.185,0.5267,Positive,
504,We can pose no OK.,pose no ok,0.5,0.0,0.486,0.514,-0.2235,Negative,
505,"So, so I have the link and I would see that I need to give my name, date of birth surname, personal identification and there is an address and for the address.",link would see need give name date birth surname personal identification address address,0.3,0.2,0.0,0.8,0.4588,Positive,
506,"I didn't say for example, is it?",not say example,0.0,0.0,0.0,1.0,0.0,Neutral,
507,My address in Slovakia.,address slovakia,0.0,0.0,0.0,1.0,0.0,Neutral,
508,Or is it my address where I am from for example?,address example,0.0,0.0,0.0,1.0,0.0,Neutral,
509,"The this was, uh.",uh,0.0,0.0,0.0,1.0,0.0,Neutral,
510,.1 there then like cell phone.,1 like cell phone,0.0,0.455,0.0,0.545,0.3612,Positive,['Satisfaction']
511,"Anyway, they need some information about vaccines and so on, and I would assume you're everything is OK and then you would go down like you need to click one when you click one of them, it would activate both of them and then you would read like your personal data is being processed for the purpose of providing health services.",anyway need information vaccine would assume everything ok would go like need click one click one would activate would read like personal data process purpose provide health service,0.4,0.224,0.0,0.776,0.7351,Positive,"['Expectation', 'Satisfaction', 'Satisfaction']"
512,Providing this personal data is voluntary.,providing personal data voluntary,0.3,0.0,0.0,1.0,0.0,Neutral,
513,I have read that theirs if it's volume.,read volume,0.0,0.0,0.0,1.0,0.0,Neutral,
514,Why is it?,,0.0,0.0,0.0,0.0,0.0,Neutral,
515,Why wasn't written from the start?,not write start,0.0,0.0,0.0,1.0,0.0,Neutral,
516,Like why did I go to to fill out everything to know in the end that it was voluntary?,like go fill everything know end voluntary,0.0,0.524,0.0,0.476,0.6705,Positive,['Satisfaction']
517,This is one point.,one point,0.0,0.0,0.0,1.0,0.0,Neutral,
518,The second point is.,second point,0.0,0.0,0.0,1.0,0.0,Neutral,
519,"I'm not sure why, why I can't fill it, for example like this, like I can dig the books, but they could have also made it that I could fill it there.",not sure not fill example like like dig book could also make could fill,0.8888888888888888,0.142,0.232,0.626,-0.1461,Negative,"['Satisfaction', 'Satisfaction']"
520,Not like to write it by my hand for example.,not like write hand example,0.0,0.0,0.612,0.388,-0.5773,Negative,['Satisfaction']
521,"That's where they've been an option too, and would have made everything also easier, but that that wasn't what they wanted, and then I think I tried to Scroll down to see if there is something else, and then he realized that that's not the form I'm looking.",option would make everything also easier not want think try scroll see something else realize not form look,0.0,0.366,0.051,0.583,0.8214,Positive,
522,"Uh, yeah, and I criticize the good faith declaration like.",uh yeah criticize good faith declaration like,0.6000000000000001,0.693,0.173,0.133,0.7783,Positive,['Satisfaction']
523,What is good faith declaration?,good faith declaration,0.6000000000000001,0.851,0.0,0.149,0.6908,Positive,
524,What are you hoping from the.,hop,0.0,0.0,0.0,1.0,0.0,Neutral,
525,"Like, I don't think that's the right word to use.",like not think right word use,0.5357142857142857,0.333,0.0,0.667,0.3612,Positive,['Satisfaction']
526,Here like I I think are they like trusting me in providing only the good faith and the right answer or like good answers.,like think like trust provide good faith right answer like good answer,0.5785714285714286,0.795,0.0,0.205,0.9545,Positive,"['Satisfaction', 'Satisfaction', 'Satisfaction']"
527,That was quite skeptic for me.,quite skeptic,0.0,0.0,0.687,0.313,-0.2944,Negative,
528,Good faith.,good faith,0.6000000000000001,1.0,0.0,0.0,0.6908,Positive,
529,Wow.,wow,1.0,1.0,0.0,0.0,0.5859,Positive,
530,That was quite confusing.,quite confuse,0.0,0.0,0.687,0.313,-0.2944,Negative,['Confusion']
531,Please print out the following year.,please print following year,0.1,0.434,0.0,0.566,0.3182,Positive,
532,Then I realized that wasn't the one.,realize not one,0.0,0.6,0.0,0.4,0.4588,Positive,
533,Looking for.,looking,0.0,0.0,0.0,1.0,0.0,Neutral,
534,Then I opened this and here I was happy and satisfied.,open happy satisfy,0.75,0.87,0.0,0.13,0.7717,Positive,
535,OK everything makes sense if we can.,ok everything make sense,0.5,0.423,0.0,0.577,0.296,Positive,
536,If you can pose a little bit.,pose little bit,0.5,0.0,0.0,1.0,0.0,Neutral,
537,"OK so I would read names, surname, personal identification, like date of birth, general and so on.",ok would read name surname personal identification like date birth general,0.43333333333333335,0.343,0.0,0.657,0.5719,Positive,['Satisfaction']
538,Health insurance address in Slovakia.,health insurance address slovakia,0.0,0.0,0.0,1.0,0.0,Neutral,
539,So now it's it's.,,0.0,0.0,0.0,0.0,0.0,Neutral,
540,"It specifies that it needs the address in Slovakia for example, let the the one where I.",specify need address slovakia example let one,0.0,0.0,0.0,1.0,0.0,Neutral,
541,"Or where I am, what I am from the the one after it.",one,0.0,0.0,0.0,1.0,0.0,Neutral,
542,It doesn't say anything in English.,not say anything english,0.0,0.0,0.0,1.0,0.0,Neutral,
543,"Number of doses, institute at data and title of vaccination and email address.",number dos institute data title vaccination email address,0.0,0.157,0.0,0.843,0.0772,Positive,
544,Those made me a little bit confused like.,make little bit confuse like,0.5,0.338,0.257,0.405,0.1531,Positive,"['Confusion', 'Satisfaction']"
545,How am I supposed to know what State Institute of Drug Control or what date and time for the vaccination and so on?,suppose know state institute drug control date time vaccination,0.0,0.273,0.0,0.727,0.4588,Positive,['Expectation']
546,And then I I read.,read,0.0,0.0,0.0,1.0,0.0,Neutral,
547,Downwards like all the information needed to fill in the uh in the chart you will find in the certificate vaccination received in Slovakia when being vaccinated.,downwards like information need fill uh chart find certificate vaccination receive slovakia vaccinate,0.0,0.333,0.0,0.667,0.6705,Positive,['Satisfaction']
548,So that destroyed my mind for one thing.,destroyed mind one thing,0.0,0.0,0.516,0.484,-0.4939,Negative,
549,And then I realized that this formula wasn't for getting vaccinated.,realize formula not get vaccinate,0.0,0.429,0.0,0.571,0.4588,Positive,
550,"This formula to get the digital certificate because it says, I think.",formula get digital certificate say think,0.0,0.0,0.0,1.0,0.0,Neutral,
551,When I Scroll down it will say.,scroll say,0.0,0.0,0.0,1.0,0.0,Neutral,
552,Down like this is to get the digital certificate and I looked at myself and then.,like get digital certificate look,0.0,0.385,0.0,0.615,0.3612,Positive,['Satisfaction']
553,"Why, like you could have said if I want to to get the virtual certificate, the digital certificate yeah, but like why would I like this is not something I would fill out myself.",like could say want get virtual certificate digital certificate yeah like would like not something would fill,0.0,0.478,0.0,0.522,0.8402,Positive,"['Satisfaction', 'Satisfaction', 'Satisfaction']"
554,"This is this would be the thing that the doctor, for example would fail.",would thing doctor example would fail,0.29999999999999993,0.0,0.412,0.588,-0.5423,Negative,
555,This was one thing.,one thing,0.0,0.0,0.0,1.0,0.0,Neutral,
556,The second.,second,0.0,0.0,0.0,1.0,0.0,Neutral,
557,"Thing was, is like done?",thing like,0.0,0.714,0.0,0.286,0.3612,Positive,['Satisfaction']
558,"Aren't they supposed for example, uh?",not suppose example uh,0.0,0.0,0.0,1.0,0.0,Neutral,['Expectation']
559,This is for applying for vaccination.,apply vaccination,0.0,0.0,0.0,1.0,0.0,Neutral,
560,"Then you don't see any so much here because it it just tells you that go back to the other two and fill them, but they're not ready to any vaccine and like one of them is optional where you need to say how many doses and the other.",not see much tell go back two fill not ready vaccine like one optional need say many dos,0.3,0.0,0.309,0.691,-0.6908,Negative,['Satisfaction']
561,You need to to fill to get the digital certificate and nothing will make any sense here.,need fill get digital certificate nothing make sense,0.0,0.0,0.0,1.0,0.0,Neutral,
562,"What I was expecting, for example.",expect example,0.0,0.0,0.0,1.0,0.0,Neutral,['Expectation']
563,"Yeah, you will get a date and then you might be asked to feel so stuff like do you have allergies or are you feeling well?",yeah get date might ask feel stuff like allergy feel well,0.0,0.459,0.0,0.541,0.7003,Positive,['Satisfaction']
564,Did you get?,get,0.0,0.0,0.0,1.0,0.0,Neutral,
565,"Koran before or something like that, but none of the none of these were here, for example.",koran something like none none example,0.0,0.333,0.0,0.667,0.3612,Positive,['Satisfaction']
566,That made me a little bit confused.,make little bit confuse,0.5,0.0,0.388,0.612,-0.2263,Negative,['Confusion']
567,"But yeah, I think it.",yeah think,0.0,0.688,0.0,0.312,0.296,Positive,
568,That was the idea behind.,idea behind,0.7,0.0,0.0,1.0,0.0,Neutral,
569,"Like filling the stuff isn't that hard, uh, other than the part where it was quite real to realize later that.",like fill stuff not hard uh part quite real realize later,0.28055555555555556,0.469,0.0,0.531,0.7248,Positive,['Satisfaction']
570,This needed this need to be filled after you get vaccinated and that was quite.,need need fill get vaccinate quite,0.0,0.0,0.0,1.0,0.0,Neutral,
571,"Quite the confusion, let's say.",quite confusion let us say,0.0,0.0,0.384,0.616,-0.3597,Negative,
572,And what's happened before then?,happen,0.0,0.0,0.0,1.0,0.0,Neutral,
573,I think next next evaluate your conversation regarding the steps required to complete the vaccination series.,think next next evaluate conversation regard step require complete vaccination series,0.13333333333333333,0.0,0.0,1.0,0.0,Neutral,
574,I don't think I was quite satisfied with that because it didn't have anything to do with the vaccination other than what you do after you get vaccinated.,not think quite satisfied not anything vaccination get vaccinate,1.0,0.0,0.242,0.758,-0.3713,Negative,
575,And I'm not sure if that was the kind of information you would.,not sure kind information would,0.8944444444444444,0.0,0.612,0.388,-0.5773,Negative,
576,I was supposed to find.,suppose find,0.0,0.75,0.0,0.25,0.4588,Positive,['Expectation']
577,If I'm lucky.,lucky,0.8333333333333334,1.0,0.0,0.0,0.4215,Positive,
578,To get vaccinated in Slovakia because that was that was the other end of it.,get vaccinate slovakia end,0.0,0.0,0.0,1.0,0.0,Neutral,
579,Like that.,like,0.0,1.0,0.0,0.0,0.3612,Positive,['Satisfaction']
580,"What would happen at the end, not at the beginning.",would happen end not beginning,0.0,0.0,0.0,1.0,0.0,Neutral,
581,"Percy, what are the next steps after filling the forms?",percy next step fill form,0.0,0.0,0.0,1.0,0.0,Neutral,
582,I think I said that you can pause it.,think say pause,0.0,0.0,0.0,1.0,0.0,Neutral,
583,I think it was to feel like you need to fill out everything you need.,think feel like need fill everything need,0.0,0.294,0.0,0.706,0.3612,Positive,['Satisfaction']
584,Also to provide what was it called certifications and.,also provide call certification,0.0,0.0,0.0,1.0,0.0,Neutral,
585,Everything and you will scan them all.,everything scan,0.0,0.0,0.0,1.0,0.0,Neutral,
586,The documents should be scanned and send to an email and then you'll need to bring them also with you to the doctor when you will get vaccinated.,document scan send email shall need bring also doctor get vaccinated,0.0,0.0,0.0,1.0,0.0,Neutral,
587,"Ohh, and we can continue here the question that was interesting that I thought that was the end.",ohh continue question interest think end,0.0,0.375,0.0,0.625,0.4588,Positive,
588,But then came a questioner.,come questioner,0.0,0.0,0.0,1.0,0.0,Neutral,
589,Afterwards I pressed start.,afterwards press start,0.0,0.0,0.0,1.0,0.0,Neutral,
590,And then I give here 3.,give 3,0.0,0.0,0.0,1.0,0.0,Neutral,
591,"For the overall, like there was positive stuff, but the.",overall like positive stuff,0.2727272727272727,0.753,0.0,0.247,0.7269,Positive,['Satisfaction']
592,The couple of negative stuff.,couple negative stuff,0.4,0.0,0.649,0.351,-0.5719,Negative,
593,"Uh, I would have given four or five maybe, but the couple of negative stuff, and you give three.",uh would give four five maybe couple negative stuff give three,0.4,0.0,0.27,0.73,-0.5719,Negative,
594,"How did you feel about obtaining the obtaining the information gay got also three because I had to go through so many things to obtain the information I needed to, and which it could have been made so much.",feel obtain obtain information gay get also three go many thing obtain information need could make much,0.4277777777777778,0.0,0.0,1.0,0.0,Neutral,
595,Scribe understand what the understandable.,scribe understand understandable,0.0,0.0,0.0,1.0,0.0,Neutral,
596,"Also, I give it three because some things made sense.",also give three thing make sense,0.0,0.0,0.0,1.0,0.0,Neutral,
597,Something didn't make sense.,something not make sense,0.0,0.0,0.0,1.0,0.0,Neutral,
598,"For example, and then I finished.",example finish,0.0,0.0,0.0,1.0,0.0,Neutral,
599,It turned off the extension.,turn extension,0.0,0.0,0.0,1.0,0.0,Neutral,
600,I hope that everything was recorded and I wasn't sure if I needed to send anything or it did.,hope everything record not sure need send anything,0.8888888888888888,0.267,0.181,0.552,0.2354,Positive,['Expectation']
601,It does that by itself or so.,,0.0,0.0,0.0,0.0,0.0,Neutral,
602,That was also quite interesting.,also quite interesting,0.5,0.599,0.0,0.401,0.4576,Positive,
603,Ohh,ohh,0.0,0.0,0.0,1.0,0.0,Neutral,
